Age,Cabin,Embarked,Fare,Name,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,FamilySize,Title
35,,0,20.25,"Abbott, Mrs. Stanton (Rosa Hunt)",1,280,3,1,1,1,C.A. 2673,3,3
65,,2,7.75,"Duane, Mr. Frank",0,281,3,0,0,0,336439,1,1
28,,0,7.8542,"Olsson, Mr. Nils Johan Goransson",0,282,3,0,0,0,347464,1,1
16,,0,9.5,"de Pelsmaeker, Mr. Alfons",0,283,3,0,0,0,345778,1,1
19,,0,8.05,"Dorking, Mr. Edward Arthur",0,284,3,0,0,1,A/5. 10482,1,1
32.25215146,A19,0,26,"Smith, Mr. Richard William",0,285,1,0,0,0,113056,1,1
33,,1,8.6625,"Stankovic, Mr. Ivan",0,286,3,0,0,0,349239,1,1
30,,0,9.5,"de Mulder, Mr. Theodore",0,287,3,0,0,1,345774,1,1
22,,0,7.8958,"Naidenoff, Mr. Penko",0,288,3,0,0,0,349206,1,1
42,,0,13,"Hosono, Mr. Masabumi",0,289,2,0,0,1,237798,1,1
22,,2,7.75,"Connolly, Miss. Kate",0,290,3,1,0,1,370373,1,2
26,,0,78.85,"Barber, Miss. Ellen ""Nellie""",0,291,1,1,0,1,19877,1,2
19,B49,1,91.0792,"Bishop, Mrs. Dickinson H (Helen Walton)",0,292,1,1,1,1,11967,2,3
36,D,1,12.875,"Levy, Mr. Rene Jacques",0,293,2,0,0,0,SC/Paris 2163,1,1
24,,0,8.85,"Haas, Miss. Aloisia",0,294,3,1,0,0,349236,1,2
24,,0,7.8958,"Mineff, Mr. Ivan",0,295,3,0,0,0,349233,1,1
32.25215146,,1,27.7208,"Lewy, Mr. Ervin G",0,296,1,0,0,0,PC 17612,1,1
23.5,,1,7.2292,"Hanna, Mr. Mansour",0,297,3,0,0,0,2693,1,1
2,C22 C26,0,151.55,"Allison, Miss. Helen Loraine",2,298,1,1,1,0,113781,4,2
32.25215146,C106,0,30.5,"Saalfeld, Mr. Adolphe",0,299,1,0,0,1,19988,1,1
50,B58 B60,1,247.5208,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,300,1,1,0,1,PC 17558,2,3
21.7742381,,2,7.75,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,301,3,1,0,1,9234,1,2
32.25215146,,2,23.25,"McCoy, Mr. Bernard",0,302,3,0,2,1,367226,3,1
19,,0,0,"Johnson, Mr. William Cahoone Jr",0,303,3,0,0,0,LINE,1,1
21.7742381,E101,2,12.35,"Keane, Miss. Nora A",0,304,2,1,0,1,226593,1,2
32.25215146,,0,8.05,"Williams, Mr. Howard Hugh ""Harry""",0,305,3,0,0,0,A/5 2466,1,1
0.92,C22 C26,0,151.55,"Allison, Master. Hudson Trevor",2,306,1,0,1,1,113781,4,4
21.7742381,,1,110.8833,"Fleming, Miss. Margaret",0,307,1,1,0,1,17421,1,2
17,C65,1,108.9,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,308,1,1,1,1,PC 17758,2,3
30,,1,24,"Abelson, Mr. Samuel",0,309,2,0,1,0,P/PP 3381,2,1
30,E36,1,56.9292,"Francatelli, Miss. Laura Mabel",0,310,1,1,0,1,PC 17485,1,2
24,C54,1,83.1583,"Hays, Miss. Margaret Bechstein",0,311,1,1,0,1,11767,1,2
18,B57 B59 B63 B66,1,262.375,"Ryerson, Miss. Emily Borie",2,312,1,1,2,1,PC 17608,5,2
26,,0,26,"Lahtinen, Mrs. William (Anna Sylfven)",1,313,2,1,1,0,250651,3,3
28,,0,7.8958,"Hendekovic, Mr. Ignjac",0,314,3,0,0,0,349243,1,1
43,,0,26.25,"Hart, Mr. Benjamin",1,315,2,0,1,0,F.C.C. 13529,3,1
26,,0,7.8542,"Nilsson, Miss. Helmina Josefina",0,316,3,1,0,1,347470,1,2
24,,0,26,"Kantor, Mrs. Sinai (Miriam Sternin)",0,317,2,1,1,1,244367,2,3
54,,0,14,"Moraweck, Dr. Ernest",0,318,2,0,0,0,29011,1,5
31,C7,0,164.8667,"Wick, Miss. Mary Natalie",2,319,1,1,0,1,36928,3,2
40,E34,1,134.5,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,320,1,1,1,1,16966,3,3
22,,0,7.25,"Dennis, Mr. Samuel",0,321,3,0,0,0,A/5 21172,1,1
27,,0,7.8958,"Danoff, Mr. Yoto",0,322,3,0,0,0,349219,1,1
30,,2,12.35,"Slayter, Miss. Hilda Mary",0,323,2,1,0,1,234818,1,2
22,,0,29,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,324,2,1,1,1,248738,3,3
32.25215146,,0,69.55,"Sage, Mr. George John Jr",2,325,3,0,8,0,CA. 2343,11,1
36,C32,1,135.6333,"Young, Miss. Marie Grice",0,326,1,1,0,1,PC 17760,1,2
61,,0,6.2375,"Nysveen, Mr. Johan Hansen",0,327,3,0,0,0,345364,1,1
36,D,0,13,"Ball, Mrs. (Ada E Hall)",0,328,2,1,0,1,28551,1,3
31,,0,20.525,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,329,3,1,1,1,363291,3,3
16,B18,1,57.9792,"Hippach, Miss. Jean Gertrude",1,330,1,1,0,1,111361,2,2
21.7742381,,2,23.25,"McCoy, Miss. Agnes",0,331,3,1,2,1,367226,3,2
45.5,C124,0,28.5,"Partner, Mr. Austen",0,332,1,0,0,0,113043,1,1
38,C91,0,153.4625,"Graham, Mr. George Edward",1,333,1,0,0,0,PC 17582,2,1
16,,0,18,"Vander Planke, Mr. Leo Edmondus",0,334,3,0,2,0,345764,3,1
36.99411765,,0,133.65,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,335,1,1,1,1,PC 17611,2,3
32.25215146,,0,7.8958,"Denkoff, Mr. Mitto",0,336,3,0,0,0,349225,1,1
29,C2,0,66.6,"Pears, Mr. Thomas Clinton",0,337,1,0,1,0,113776,2,1
41,E40,1,134.5,"Burns, Miss. Elizabeth Margaret",0,338,1,1,0,1,16966,1,2
45,,0,8.05,"Dahl, Mr. Karl Edwart",0,339,3,0,0,1,7598,1,1
45,T,0,35.5,"Blackwell, Mr. Stephen Weart",0,340,1,0,0,0,113784,1,1
2,F2,0,26,"Navratil, Master. Edmond Roger",1,341,2,0,1,1,230080,3,4
24,C23 C25 C27,0,263,"Fortune, Miss. Alice Elizabeth",2,342,1,1,3,1,19950,6,2
28,,0,13,"Collander, Mr. Erik Gustaf",0,343,2,0,0,0,248740,1,1
25,,0,13,"Sedgwick, Mr. Charles Frederick Waddington",0,344,2,0,0,0,244361,1,1
36,,0,13,"Fox, Mr. Stanley Hubert",0,345,2,0,0,0,229236,1,1
24,F33,0,13,"Brown, Miss. Amelia ""Mildred""",0,346,2,1,0,1,248733,1,2
40,,0,13,"Smith, Miss. Marion Elsie",0,347,2,1,0,1,31418,1,2
36.99411765,,0,16.1,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,348,3,1,1,1,386525,2,3
3,,0,15.9,"Coutts, Master. William Loch ""William""",1,349,3,0,1,1,C.A. 37671,3,4
42,,0,8.6625,"Dimic, Mr. Jovan",0,350,3,0,0,0,315088,1,1
23,,0,9.225,"Odahl, Mr. Nils Martin",0,351,3,0,0,0,7267,1,1
32.25215146,C128,0,35,"Williams-Lambert, Mr. Fletcher Fellows",0,352,1,0,0,0,113510,1,1
15,,1,7.2292,"Elias, Mr. Tannous",1,353,3,0,1,0,2695,3,1
25,,0,17.8,"Arnold-Franchi, Mr. Josef",0,354,3,0,1,0,349237,2,1
32.25215146,,1,7.225,"Yousif, Mr. Wazli",0,355,3,0,0,0,2647,1,1
28,,0,9.5,"Vanden Steen, Mr. Leo Peter",0,356,3,0,0,0,345783,1,1
22,E33,0,55,"Bowerman, Miss. Elsie Edith",1,357,1,1,0,1,113505,2,2
38,,0,13,"Funk, Miss. Annie Clemmer",0,358,2,1,0,0,237671,1,2
21.7742381,,2,7.8792,"McGovern, Miss. Mary",0,359,3,1,0,1,330931,1,2
21.7742381,,2,7.8792,"Mockler, Miss. Helen Mary ""Ellie""",0,360,3,1,0,1,330980,1,2
40,,0,27.9,"Skoog, Mr. Wilhelm",4,361,3,0,1,0,347088,6,1
29,,1,27.7208,"del Carlo, Mr. Sebastiano",0,362,2,0,1,0,SC/PARIS 2167,2,1
45,,1,14.4542,"Barbara, Mrs. (Catherine David)",1,363,3,1,0,0,2691,2,3
35,,0,7.05,"Asim, Mr. Adola",0,364,3,0,0,0,SOTON/O.Q. 3101310,1,1
32.25215146,,2,15.5,"O'Brien, Mr. Thomas",0,365,3,0,1,0,370365,2,1
30,,0,7.25,"Adahl, Mr. Mauritz Nils Martin",0,366,3,0,0,0,C 7076,1,1
60,D37,1,75.25,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,367,1,1,1,1,110813,2,3
36.99411765,,1,7.2292,"Moussa, Mrs. (Mantoura Boulos)",0,368,3,1,0,1,2626,1,3
21.7742381,,2,7.75,"Jermyn, Miss. Annie",0,369,3,1,0,1,14313,1,2
24,B35,1,69.3,"Aubart, Mme. Leontine Pauline",0,370,1,1,0,1,PC 17477,1,10
25,E50,1,55.4417,"Harder, Mr. George Achilles",0,371,1,0,1,1,11765,2,1
18,,0,6.4958,"Wiklund, Mr. Jakob Alfred",0,372,3,0,1,0,3101267,2,1
19,,0,8.05,"Beavan, Mr. William Thomas",0,373,3,0,0,0,323951,1,1
22,,1,135.6333,"Ringhini, Mr. Sante",0,374,1,0,0,0,PC 17760,1,1
3,,0,21.075,"Palsson, Miss. Stina Viola",1,375,3,1,3,0,349909,5,2
36.99411765,,1,82.1708,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,376,1,1,1,1,PC 17604,2,3
22,,0,7.25,"Landergren, Miss. Aurora Adelia",0,377,3,1,0,1,C 7077,1,2
27,C82,1,211.5,"Widener, Mr. Harry Elkins",2,378,1,0,0,0,113503,3,1
20,,1,4.0125,"Betros, Mr. Tannous",0,379,3,0,0,0,2648,1,1
19,,0,7.775,"Gustafsson, Mr. Karl Gideon",0,380,3,0,0,0,347069,1,1
42,,1,227.525,"Bidois, Miss. Rosalie",0,381,1,1,0,1,PC 17757,1,2
1,,1,15.7417,"Nakid, Miss. Maria (""Mary"")",2,382,3,1,0,1,2653,3,2
32,,0,7.925,"Tikkanen, Mr. Juho",0,383,3,0,0,0,STON/O 2. 3101293,1,1
35,,0,52,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,384,1,1,1,1,113789,2,3
32.25215146,,0,7.8958,"Plotcharsky, Mr. Vasil",0,385,3,0,0,0,349227,1,1
18,,0,73.5,"Davies, Mr. Charles Henry",0,386,2,0,0,0,S.O.C. 14879,1,1
1,,0,46.9,"Goodwin, Master. Sidney Leonard",2,387,3,0,5,0,CA 2144,8,4
36,,0,13,"Buss, Miss. Kate",0,388,2,1,0,1,27849,1,2
32.25215146,,2,7.7292,"Sadlier, Mr. Matthew",0,389,3,0,0,0,367655,1,1
17,,1,12,"Lehmann, Miss. Bertha",0,390,2,1,0,1,SC 1748,1,2
36,B96 B98,0,120,"Carter, Mr. William Ernest",2,391,1,0,1,1,113760,4,1
21,,0,7.7958,"Jansson, Mr. Carl Olof",0,392,3,0,0,1,350034,1,1
28,,0,7.925,"Gustafsson, Mr. Johan Birger",0,393,3,0,2,0,3101277,3,1
23,D36,1,113.275,"Newell, Miss. Marjorie",0,394,1,1,1,1,35273,2,2
24,G6,0,16.7,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",2,395,3,1,0,1,PP 9549,3,3
22,,0,7.7958,"Johansson, Mr. Erik",0,396,3,0,0,0,350052,1,1
31,,0,7.8542,"Olsson, Miss. Elina",0,397,3,1,0,0,350407,1,2
46,,0,26,"McKane, Mr. Peter David",0,398,2,0,0,0,28403,1,1
23,,0,10.5,"Pain, Dr. Alfred",0,399,2,0,0,0,244278,1,5
28,,0,12.65,"Trout, Mrs. William H (Jessie L)",0,400,2,1,0,1,240929,1,3
39,,0,7.925,"Niskanen, Mr. Juha",0,401,3,0,0,1,STON/O 2. 3101289,1,1
26,,0,8.05,"Adams, Mr. John",0,402,3,0,0,0,341826,1,1
21,,0,9.825,"Jussila, Miss. Mari Aina",0,403,3,1,1,0,4137,2,2
28,,0,15.85,"Hakkarainen, Mr. Pekka Pietari",0,404,3,0,1,0,STON/O2. 3101279,2,1
20,,0,8.6625,"Oreskovic, Miss. Marija",0,405,3,1,0,0,315096,1,2
34,,0,21,"Gale, Mr. Shadrach",0,406,2,0,1,0,28664,2,1
51,,0,7.75,"Widegren, Mr. Carl/Charles Peter",0,407,3,0,0,0,347064,1,1
3,,0,18.75,"Richards, Master. William Rowe",1,408,2,0,1,1,29106,3,4
21,,0,7.775,"Birkeland, Mr. Hans Martin Monsen",0,409,3,0,0,0,312992,1,1
21.7742381,,0,25.4667,"Lefebre, Miss. Ida",1,410,3,1,3,0,4133,5,2
32.25215146,,0,7.8958,"Sdycoff, Mr. Todor",0,411,3,0,0,0,349222,1,1
32.25215146,,2,6.8583,"Hart, Mr. Henry",0,412,3,0,0,0,394140,1,1
33,C78,2,90,"Minahan, Miss. Daisy E",0,413,1,1,1,1,19928,2,2
32.25215146,,0,0,"Cunningham, Mr. Alfred Fleming",0,414,2,0,0,0,239853,1,1
44,,0,7.925,"Sundman, Mr. Johan Julian",0,415,3,0,0,1,STON/O 2. 3101269,1,1
36.99411765,,0,8.05,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,416,3,1,0,0,343095,1,3
34,,0,32.5,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,417,2,1,1,1,28220,3,3
18,,0,13,"Silven, Miss. Lyyli Karoliina",2,418,2,1,0,1,250652,3,2
30,,0,13,"Matthews, Mr. William John",0,419,2,0,0,0,28228,1,1
10,,0,24.15,"Van Impe, Miss. Catharina",2,420,3,1,0,0,345773,3,2
32.25215146,,1,7.8958,"Gheorgheff, Mr. Stanio",0,421,3,0,0,0,349254,1,1
21,,2,7.7333,"Charters, Mr. David",0,422,3,0,0,0,A/5. 13032,1,1
29,,0,7.875,"Zimmerman, Mr. Leo",0,423,3,0,0,0,315082,1,1
28,,0,14.4,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,424,3,1,1,0,347080,3,3
18,,0,20.2125,"Rosblom, Mr. Viktor Richard",1,425,3,0,1,0,370129,3,1
32.25215146,,0,7.25,"Wiseman, Mr. Phillippe",0,426,3,0,0,0,A/4. 34244,1,1
28,,0,26,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,427,2,1,1,1,2003,2,3
19,,0,26,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,428,2,1,0,1,250655,1,2
32.25215146,,2,7.75,"Flynn, Mr. James",0,429,3,0,0,0,364851,1,1
32,E10,0,8.05,"Pickard, Mr. Berk (Berk Trembisky)",0,430,3,0,0,1,SOTON/O.Q. 392078,1,1
28,C52,0,26.55,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,431,1,0,0,1,110564,1,1
36.99411765,,0,16.1,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,432,3,1,1,1,376564,2,3
42,,0,26,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,433,2,1,1,1,SC/AH 3085,2,3
17,,0,7.125,"Kallio, Mr. Nikolai Erland",0,434,3,0,0,0,STON/O 2. 3101274,1,1
50,E44,0,55.9,"Silvey, Mr. William Baird",0,435,1,0,1,0,13507,2,1
14,B96 B98,0,120,"Carter, Miss. Lucile Polk",2,436,1,1,1,1,113760,4,2
21,,0,34.375,"Ford, Miss. Doolina Margaret ""Daisy""",2,437,3,1,2,0,W./C. 6608,5,2
24,,0,18.75,"Richards, Mrs. Sidney (Emily Hocking)",3,438,2,1,2,1,29106,6,3
64,C23 C25 C27,0,263,"Fortune, Mr. Mark",4,439,1,0,1,0,19950,6,1
31,,0,10.5,"Kvillner, Mr. Johan Henrik Johannesson",0,440,2,0,0,0,C.A. 18723,1,1
45,,0,26.25,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,441,2,1,1,1,F.C.C. 13529,3,3
20,,0,9.5,"Hampe, Mr. Leon",0,442,3,0,0,0,345769,1,1
25,,0,7.775,"Petterson, Mr. Johan Emil",0,443,3,0,1,0,347076,2,1
28,,0,13,"Reynaldo, Ms. Encarnacion",0,444,2,1,0,1,230434,1,11
32.25215146,,0,8.1125,"Johannesen-Bratthammer, Mr. Bernt",0,445,3,0,0,1,65306,1,1
4,A34,0,81.8583,"Dodge, Master. Washington",2,446,1,0,0,1,33638,3,4
13,,0,19.5,"Mellinger, Miss. Madeleine Violet",1,447,2,1,0,1,250644,2,2
34,,0,26.55,"Seward, Mr. Frederic Kimber",0,448,1,0,0,1,113794,1,1
5,,1,19.2583,"Baclini, Miss. Marie Catherine",1,449,3,1,2,1,2666,4,2
52,C104,0,30.5,"Peuchen, Major. Arthur Godfrey",0,450,1,0,0,1,113786,1,7
36,,0,27.75,"West, Mr. Edwy Arthur",2,451,2,0,1,0,C.A. 34651,4,1
32.25215146,,0,19.9667,"Hagland, Mr. Ingvald Olai Olsen",0,452,3,0,1,0,65303,2,1
30,C111,1,27.75,"Foreman, Mr. Benjamin Laventall",0,453,1,0,0,0,113051,1,1
49,C92,1,89.1042,"Goldenberg, Mr. Samuel L",0,454,1,0,1,1,17453,2,1
32.25215146,,0,8.05,"Peduzzi, Mr. Joseph",0,455,3,0,0,0,A/5 2817,1,1
29,,1,7.8958,"Jalsevac, Mr. Ivan",0,456,3,0,0,1,349240,1,1
65,E38,0,26.55,"Millet, Mr. Francis Davis",0,457,1,0,0,0,13509,1,1
36.99411765,D21,0,51.8625,"Kenyon, Mrs. Frederick R (Marion)",0,458,1,1,1,1,17464,2,3
50,,0,10.5,"Toomey, Miss. Ellen",0,459,2,1,0,1,F.C.C. 13531,1,2
32.25215146,,2,7.75,"O'Connor, Mr. Maurice",0,460,3,0,0,0,371060,1,1
48,E12,0,26.55,"Anderson, Mr. Harry",0,461,1,0,0,1,19952,1,1
34,,0,8.05,"Morley, Mr. William",0,462,3,0,0,0,364506,1,1
47,E63,0,38.5,"Gee, Mr. Arthur H",0,463,1,0,0,0,111320,1,1
48,,0,13,"Milling, Mr. Jacob Christian",0,464,2,0,0,0,234360,1,1
32.25215146,,0,8.05,"Maisner, Mr. Simon",0,465,3,0,0,0,A/S 2816,1,1
38,,0,7.05,"Goncalves, Mr. Manuel Estanslas",0,466,3,0,0,0,SOTON/O.Q. 3101306,1,1
32.25215146,,0,0,"Campbell, Mr. William",0,467,2,0,0,0,239853,1,1
56,,0,26.55,"Smart, Mr. John Montgomery",0,468,1,0,0,0,113792,1,1
32.25215146,,2,7.725,"Scanlan, Mr. James",0,469,3,0,0,0,36209,1,1
0.75,,1,19.2583,"Baclini, Miss. Helene Barbara",1,470,3,1,2,1,2666,4,2
32.25215146,,0,7.25,"Keefe, Mr. Arthur",0,471,3,0,0,0,323592,1,1
38,,0,8.6625,"Cacic, Mr. Luka",0,472,3,0,0,0,315089,1,1
33,,0,27.75,"West, Mrs. Edwy Arthur (Ada Mary Worth)",2,473,2,1,1,1,C.A. 34651,4,3
23,D,1,13.7917,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,474,2,1,0,1,SC/AH Basle 541,1,3
22,,0,9.8375,"Strandberg, Miss. Ida Sofia",0,475,3,1,0,0,7553,1,2
32.25215146,A14,0,52,"Clifford, Mr. George Quincy",0,476,1,0,0,0,110465,1,1
34,,0,21,"Renouf, Mr. Peter Henry",0,477,2,0,1,0,31027,2,1
29,,0,7.0458,"Braund, Mr. Lewis Richard",0,478,3,0,1,0,3460,2,1
22,,0,7.5208,"Karlsson, Mr. Nils August",0,479,3,0,0,0,350060,1,1
2,,0,12.2875,"Hirvonen, Miss. Hildur E",1,480,3,1,0,1,3101298,2,2
9,,0,46.9,"Goodwin, Master. Harold Victor",2,481,3,0,5,0,CA 2144,8,4
32.25215146,,0,0,"Frost, Mr. Anthony Wood ""Archie""",0,482,2,0,0,0,239854,1,1
50,,0,8.05,"Rouse, Mr. Richard Henry",0,483,3,0,0,0,A/5 3594,1,1
63,,0,9.5875,"Turkula, Mrs. (Hedwig)",0,484,3,1,0,1,4134,1,3
25,B49,1,91.0792,"Bishop, Mr. Dickinson H",0,485,1,0,1,1,11967,2,1
21.7742381,,0,25.4667,"Lefebre, Miss. Jeannie",1,486,3,1,3,0,4133,5,2
35,C93,0,90,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,487,1,1,1,1,19943,2,3
58,B37,1,29.7,"Kent, Mr. Edward Austin",0,488,1,0,0,0,11771,1,1
30,,0,8.05,"Somerton, Mr. Francis William",0,489,3,0,0,0,A.5. 18509,1,1
9,,0,15.9,"Coutts, Master. Eden Leslie ""Neville""",1,490,3,0,1,1,C.A. 37671,3,4
32.25215146,,0,19.9667,"Hagland, Mr. Konrad Mathias Reiersen",0,491,3,0,1,0,65304,2,1
21,,0,7.25,"Windelov, Mr. Einar",0,492,3,0,0,0,SOTON/OQ 3101317,1,1
55,C30,0,30.5,"Molson, Mr. Harry Markland",0,493,1,0,0,0,113787,1,1
71,,1,49.5042,"Artagaveytia, Mr. Ramon",0,494,1,0,0,0,PC 17609,1,1
21,,0,8.05,"Stanley, Mr. Edward Roland",0,495,3,0,0,0,A/4 45380,1,1
32.25215146,,1,14.4583,"Yousseff, Mr. Gerious",0,496,3,0,0,0,2627,1,1
54,D20,1,78.2667,"Eustis, Miss. Elizabeth Mussey",0,497,1,1,1,1,36947,2,2
32.25215146,,0,15.1,"Shellard, Mr. Frederick William",0,498,3,0,0,0,C.A. 6212,1,1
25,C22 C26,0,151.55,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",2,499,1,1,1,0,113781,4,3
24,,0,7.7958,"Svensson, Mr. Olof",0,500,3,0,0,0,350035,1,1
17,,0,8.6625,"Calic, Mr. Petar",0,501,3,0,0,0,315086,1,1
21,,2,7.75,"Canavan, Miss. Mary",0,502,3,1,0,0,364846,1,2
21.7742381,,2,7.6292,"O'Sullivan, Miss. Bridget Mary",0,503,3,1,0,0,330909,1,2
37,,0,9.5875,"Laitinen, Miss. Kristina Sofia",0,504,3,1,0,0,4135,1,2
16,B79,0,86.5,"Maioni, Miss. Roberta",0,505,1,1,0,1,110152,1,2
18,C65,1,108.9,"Penasco y Castellana, Mr. Victor de Satode",0,506,1,0,1,0,PC 17758,2,1
33,,0,26,"Quick, Mrs. Frederick Charles (Jane Richards)",2,507,2,1,0,1,26360,3,3
32.25215146,,0,26.55,"Bradley, Mr. George (""George Arthur Brayton"")",0,508,1,0,0,1,111427,1,1
28,,0,22.525,"Olsen, Mr. Henry Margido",0,509,3,0,0,0,C 4001,1,1
26,,0,56.4958,"Lang, Mr. Fang",0,510,3,0,0,1,1601,1,1
29,,2,7.75,"Daly, Mr. Eugene Patrick",0,511,3,0,0,1,382651,1,1
32.25215146,,0,8.05,"Webber, Mr. James",0,512,3,0,0,0,SOTON/OQ 3101316,1,1
36,E25,0,26.2875,"McGough, Mr. James Robert",0,513,1,0,0,1,PC 17473,1,1
54,,1,59.4,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",0,514,1,1,1,1,PC 17603,2,3
24,,0,7.4958,"Coleff, Mr. Satio",0,515,3,0,0,0,349209,1,1
47,D46,0,34.0208,"Walker, Mr. William Anderson",0,516,1,0,0,0,36967,1,1
34,F33,0,10.5,"Lemore, Mrs. (Amelia Milley)",0,517,2,1,0,1,C.A. 34260,1,3
32.25215146,,2,24.15,"Ryan, Mr. Patrick",0,518,3,0,0,0,371110,1,1
36,,0,26,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",0,519,2,1,1,1,226875,2,3
32,,0,7.8958,"Pavlovic, Mr. Stefo",0,520,3,0,0,0,349242,1,1
30,B73,0,93.5,"Perreault, Miss. Anne",0,521,1,1,0,1,12749,1,2
22,,0,7.8958,"Vovk, Mr. Janko",0,522,3,0,0,0,349252,1,1
32.25215146,,1,7.225,"Lahoud, Mr. Sarkis",0,523,3,0,0,0,2624,1,1
44,B18,1,57.9792,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,524,1,1,0,1,111361,2,3
32.25215146,,1,7.2292,"Kassem, Mr. Fared",0,525,3,0,0,0,2700,1,1
40.5,,2,7.75,"Farrell, Mr. James",0,526,3,0,0,0,367232,1,1
50,,0,10.5,"Ridsdale, Miss. Lucy",0,527,2,1,0,1,W./C. 14258,1,2
32.25215146,C95,0,221.7792,"Farthing, Mr. John",0,528,1,0,0,0,PC 17483,1,1
39,,0,7.925,"Salonen, Mr. Johan Werner",0,529,3,0,0,0,3101296,1,1
23,,0,11.5,"Hocking, Mr. Richard George",1,530,2,0,2,0,29104,4,1
2,,0,26,"Quick, Miss. Phyllis May",1,531,2,1,1,1,26360,3,2
32.25215146,,1,7.2292,"Toufik, Mr. Nakli",0,532,3,0,0,0,2641,1,1
17,,1,7.2292,"Elias, Mr. Joseph Jr",1,533,3,0,1,0,2690,3,1
36.99411765,,1,22.3583,"Peter, Mrs. Catherine (Catherine Rizk)",2,534,3,1,0,1,2668,3,3
30,,0,8.6625,"Cacic, Miss. Marija",0,535,3,1,0,0,315084,1,2
7,,0,26.25,"Hart, Miss. Eva Miriam",2,536,2,1,0,1,F.C.C. 13529,3,2
45,B38,0,26.55,"Butt, Major. Archibald Willingham",0,537,1,0,0,0,113050,1,7
30,,1,106.425,"LeRoy, Miss. Bertha",0,538,1,1,0,1,PC 17761,1,2
32.25215146,,0,14.5,"Risien, Mr. Samuel Beard",0,539,3,0,0,0,364498,1,1
22,B39,1,49.5,"Frolicher, Miss. Hedwig Margaritha",2,540,1,1,0,1,13568,3,2
36,B22,0,71,"Crosby, Miss. Harriet R",2,541,1,1,0,1,WE/P 5735,3,2
9,,0,31.275,"Andersson, Miss. Ingeborg Constanzia",2,542,3,1,4,0,347082,7,2
11,,0,31.275,"Andersson, Miss. Sigrid Elisabeth",2,543,3,1,4,0,347082,7,2
32,,0,26,"Beane, Mr. Edward",0,544,2,0,1,1,2908,2,1
50,C86,1,106.425,"Douglas, Mr. Walter Donald",0,545,1,0,1,0,PC 17761,2,1
64,,0,26,"Nicholson, Mr. Arthur Ernest",0,546,1,0,0,0,693,1,1
19,,0,26,"Beane, Mrs. Edward (Ethel Clarke)",0,547,2,1,1,1,2908,2,3
32.25215146,,1,13.8625,"Padro y Manent, Mr. Julian",0,548,2,0,0,1,SC/PARIS 2146,1,1
33,,0,20.525,"Goldsmith, Mr. Frank John",1,549,3,0,1,0,363291,3,1
8,,0,36.75,"Davies, Master. John Morgan Jr",1,550,2,0,1,1,C.A. 33112,3,4
17,C70,1,110.8833,"Thayer, Mr. John Borland Jr",2,551,1,0,0,1,17421,3,1
27,,0,26,"Sharp, Mr. Percival James R",0,552,2,0,0,0,244358,1,1
32.25215146,,2,7.8292,"O'Brien, Mr. Timothy",0,553,3,0,0,0,330979,1,1
22,,1,7.225,"Leeni, Mr. Fahim (""Philip Zenni"")",0,554,3,0,0,1,2620,1,1
22,,0,7.775,"Ohman, Miss. Velin",0,555,3,1,0,1,347085,1,2
62,,0,26.55,"Wright, Mr. George",0,556,1,0,0,0,113807,1,1
48,A16,1,39.6,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",0,557,1,1,1,1,11755,2,9
32.25215146,,1,227.525,"Robbins, Mr. Victor",0,558,1,0,0,0,PC 17757,1,1
39,E67,0,79.65,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,559,1,1,1,1,110413,3,3
